Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
29	541.18646	125.31965	899.21735	292.34518	469.51294	42.092297	545.14905	396.21585	106.085106	102.7	145000	211.71478	104.14879	366.6515	-27.449055	211.71312	104.15391	366.4802	-23.918655	213.11076	103.91367	366.71613	-19.024677	-5.3520045	4.6602416	34.647404	-21.737944	-215.22372	14.632402	14.456555	15.733802	1945.3624243736267
30	579.9032	141.47278	1130.8751	331.34726	638.41583	124.281685	820.5358	438.27023	114.22727	125.0	150000	212.15341	103.97694	365.51123	-43.594734	212.15225	103.980446	365.44708	-18.480282	213.5378	103.73264	365.60635	-26.884623	-5.2998714	4.6622443	36.74045	-20.950212	-215.6301	14.608632	14.553093	15.485354	2013.4462115764618
31	562.6626	95.55082	846.791	379.13528	672.87976	67.18915	795.16876	575.3844	108.54348	128.8	155000	212.78967	103.94654	365.96188	-21.623549	212.78802	103.94967	365.81024	-26.260786	214.12555	103.687386	365.60938	-16.81903	-5.50746	4.6698666	37.271496	-23.099277	-216.19267	14.326538	14.289477	14.751104	2081.435064792633
32	615.7731	145.90848	1028.9547	372.10184	429.48334	43.132492	513.7318	384.96436	121.34146	92.4	160000	213.4248	104.33052	366.47403	-74.79138	213.42351	104.3342	367.27478	-22.057283	214.75145	104.11112	367.0379	-13.480685	-5.450596	4.6444426	35.051384	-20.874706	-216.82176	14.233872	14.172742	14.791574	2148.7844648361206
33	554.1184	92.42389	754.3636	360.9361	509.295	54.99468	621.97906	456.08398	108.565216	95.2	165000	214.42625	104.5592	366.3948	-28.144217	214.42429	104.563614	368.80826	-21.488815	215.72748	104.31855	369.13748	-25.15173	-5.5003047	4.606217	47.945015	-22.244642	-217.78659	14.417831	14.339661	14.906626	2216.4565992355347
34	598.75433	161.36032	1111.3899	276.4287	611.2967	120.16312	929.6965	493.57974	117.51163	120.8	170000	215.71074	104.75105	371.35452	-26.995955	215.70938	104.75417	369.92154	-42.69213	217.02188	104.5091	371.03726	-14.683617	-5.4430184	4.6841154	38.202168	-21.0061	-219.07367	14.350627	14.321527	14.693421	2285.2139127254486
35	539.68756	123.48441	881.3282	342.06522	535.3699	34.372414	574.4654	481.92905	104.625	100.5	175000	216.45097	105.30286	372.20215	-27.980564	216.44916	105.30784	371.487	-44.239357	217.76303	105.112274	372.93686	-20.754082	-5.4869847	4.652749	40.638428	-21.433529	-219.79018	14.337222	14.162581	14.344292	2353.582920074463
36	577.72437	135.58243	964.7748	391.6868	600.1407	132.3655	962.5848	468.05746	113.59091	113.4	180000	217.07745	105.502396	371.55344	-20.06426	217.07655	105.50613	373.06802	-34.380463	218.34349	105.28818	372.6919	-17.296001	-5.611351	4.6106043	34.97386	-23.297691	-220.3682	14.425138	14.25478	14.1937685	2421.0710005760193
37	581.7646	154.69453	991.37854	348.39493	650.84705	88.44408	833.53564	511.00888	114.76744	122.3	185000	218.0083	105.78104	373.17947	-55.21951	218.00623	105.78585	372.304	-32.98165	219.3013	105.55838	374.07495	-29.087297	-5.6165605	4.615118	36.37258	-22.293772	-221.32472	14.444101	14.391186	14.249386	2488.8009684085846
38	621.4094	151.56627	1109.0613	369.0213	571.7899	49.554176	652.2295	505.76157	121.95122	106.7	190000	219.21597	105.60828	372.77463	-32.253098	219.21455	105.61083	374.62967	-23.554462	220.46835	105.36572	373.0097	-30.70869	-5.7413697	4.5447474	38.613205	-20.736324	-222.4724	14.306619	14.296234	14.276656	2557.278345823288
