Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
37	7828.048	834.9964	8560.749	6362.182	8251.88	1015.1691	9009.001	5284.035	1000.0	1000.0	185000	489.0703	147.82436	686.3234	-65.00226	489.0705	147.82571	682.1244	-69.3859	488.56934	146.7789	680.7509	-61.869713	4.837277	4.6457295	68.95494	-13.15988	-490.4216	14.167198	13.999665	16.01505	2542.1812834739685
38	7940.036	379.31537	8275.564	7282.4146	8067.948	2060.5288	9337.643	2674.8704	1000.0	1000.0	190000	495.01492	149.46764	692.2974	-79.205124	495.01334	149.4711	691.63257	-76.712135	494.49872	148.40724	689.03253	-61.52249	4.833761	4.638294	52.300156	-14.17429	-496.34665	14.389722	14.414569	16.69072	2608.9249563217163
39	8418.184	297.4993	8817.556	8076.948	9364.142	173.12012	9672.816	9120.131	1000.0	1000.0	195000	501.80792	149.18976	696.1202	-95.541	501.80844	149.19241	699.9203	-93.177246	501.3086	148.11882	694.0716	-108.832344	4.992216	4.6884274	66.05095	-11.828504	-503.134	14.436171	14.163044	16.11007	2674.656972885132
40	8226.326	478.39542	8736.672	7390.4644	9118.707	145.74565	9312.378	8770.943	1000.0	1000.0	200000	507.97833	150.09157	707.9844	-147.73723	507.97717	150.09435	708.0998	-148.88809	507.4219	149.03946	699.9615	-104.66838	4.945463	4.6486845	79.602295	-14.372889	-509.3037	14.783495	14.854492	16.69989	2740.8878457546234
41	8616.029	331.14597	9184.693	8162.9487	9077.607	128.0717	9307.636	8859.787	1000.0	1000.0	205000	514.19946	151.13528	708.1891	-129.65898	514.1989	151.13678	707.22925	-130.25716	513.6871	150.03589	708.6323	-106.09269	5.055267	4.640097	51.966305	-15.424924	-515.5373	13.683633	13.795625	15.920881	2808.2441968917847
42	8607.636	271.99826	8947.356	8177.327	6805.4287	267.3558	7283.2646	6312.165	1000.0	1000.0	210000	521.6778	151.04718	716.3447	-121.66469	521.67694	151.05148	714.4228	-129.47722	521.1142	149.95558	717.3995	-117.570816	5.123776	4.6742325	78.36101	-12.847685	-522.99384	13.888125	13.510278	15.861384	2877.193465948105
43	8238.528	1303.5537	9248.79	5665.9326	8715.143	157.95108	8983.982	8345.754	1000.0	1000.0	215000	526.53015	151.68768	735.9345	-136.45258	526.5308	151.68921	735.45166	-130.84242	525.9418	150.60518	729.6285	-131.28152	5.2048464	4.6692266	66.56504	-12.584103	-527.831	14.455409	14.510139	16.198792	2947.218817949295
44	7021.6367	2691.5085	8939.459	1680.2947	9285.148	172.93137	9563.822	8926.058	1000.0	1000.0	220000	530.33826	154.23204	739.92334	-158.46873	530.33704	154.23843	741.53827	-151.09488	529.708	153.13934	744.78424	-152.58614	5.194428	4.7225914	73.12148	-12.382737	-531.6174	15.750759	15.343899	17.57686	3016.683627128601
45	8764.595	227.61531	9173.683	8554.809	8503.679	2213.0889	9426.342	1877.9418	1000.0	1000.0	225000	535.01025	154.71773	745.23395	-272.83505	535.0095	154.72253	744.5432	-192.33127	534.37616	153.64005	746.371	-173.34634	5.254575	4.6918283	64.66334	-12.516235	-536.31305	16.695812	16.352594	18.743425	3083.924835205078
46	8802.2	354.18222	9369.81	8408.395	8195.847	1305.2277	8889.451	4306.11	1000.0	1000.0	230000	540.15137	154.83784	753.0106	-156.21727	540.1499	154.84502	749.56146	-150.87288	539.5037	153.71574	747.21173	-140.98265	5.2509985	4.6742764	64.9381	-13.99028	-541.4515	16.92107	16.809013	18.78237	3152.9202511310577
47	7377.089	2084.1245	8915.959	3306.925	9440.331	251.2845	9860.599	9131.895	1000.0	1000.0	235000	543.24066	156.78894	751.51117	-159.9301	543.2405	156.79572	749.0999	-158.23164	542.5483	155.69218	747.9865	-138.76991	5.1991544	4.6584864	69.78204	-14.241934	-544.4817	16.687902	16.085966	18.165752	3220.254326105118
48	8694.773	298.82632	9028.494	8238.963	8823.094	150.57716	9095.429	8643.639	1000.0	1000.0	240000	546.4506	156.70724	757.3509	-178.1281	546.4498	156.7125	754.62085	-187.48837	545.75366	155.6383	748.994	-181.50673	5.1807256	4.6662984	72.91721	-12.552475	-547.6335	16.339403	15.955093	17.394499	3287.815434217453
49	7746.542	1948.9521	9105.441	3882.4229	9176.184	129.44232	9398.632	8945.477	1000.0	1000.0	245000	550.13824	157.63187	758.88635	-166.65056	550.1374	157.63611	754.96643	-156.64491	549.37244	156.51689	753.71515	-178.3373	5.25539	4.7303524	66.777	-13.56624	-551.3325	17.635607	17.24099	18.834646	3354.9864938259125
50	8770.365	128.5879	8942.33	8603.904	8669.289	230.6407	8985.224	8261.79	1000.0	1000.0	250000	553.3745	158.4856	758.855	-130.81398	553.3736	158.48943	758.5929	-114.907845	552.6588	157.38882	756.0522	-130.72084	5.4191985	4.727938	59.529076	-14.438291	-554.651	17.543259	17.630379	19.152065	3423.6524817943573
51	8564.846	549.00726	9114.503	7509.159	7193.2803	3082.9153	9170.753	520.79156	1000.0	1000.0	255000	557.9405	158.84761	762.3103	-119.4282	557.94	158.85136	762.1522	-118.91238	557.2118	157.76976	759.0966	-116.81868	5.362413	4.6931095	63.03908	-14.6331415	-559.1449	16.672174	16.536388	18.084259	3490.52574300766
52	8957.769	266.69608	9283.196	8469.6	9203.769	104.57802	9365.686	9033.438	1000.0	1000.0	260000	562.4797	158.59042	763.74536	-158.05026	562.47864	158.59644	765.57446	-143.3755	561.70746	157.51793	759.2729	-135.86386	5.3666596	4.7089562	64.10945	-11.851379	-563.65436	17.885653	17.622284	19.022295	3558.778253555298
53	8771.405	378.0665	9182.021	8208.6	9416.346	251.62271	9808.8545	9024.762	1000.0	1000.0	265000	567.0628	159.16852	770.1298	-126.22603	567.06213	159.17625	768.5086	-125.85561	566.3318	158.06673	764.7739	-116.761856	5.4302654	4.730274	71.16802	-12.480734	-568.2737	17.482615	16.884735	18.159624	3627.3653349876404
54	8001.2163	1748.7256	8994.988	4509.807	9117.171	1002.3619	9652.7295	6139.3105	1000.0	1000.0	270000	571.39905	159.24127	773.53033	-126.86243	571.39844	159.24406	771.3286	-134.62402	570.6196	158.11464	770.1531	-119.842415	5.414645	4.7356706	71.34815	-13.217022	-572.5692	17.265232	17.181675	18.759748	3694.1147718429565
